,Rank_BX,Year,Title,Worldwide Box Office_BX,Domestic Box Office_BX,International Box Office_BX,Rank_MOJO,Lifetime Gross_MOJO,Max Theaters,Opening Box,Opening Th,Release Date,Distributor,User Rating_IMDB,Metacritic,Number of Votes,Running Time,Release Date_IMDB,Director,User Rating-TD,Year_TD,Category
972,,,The Century of the Self,,,,,,,,,,,,,,,,,8.61,2002,Psychology
973,,,Psychopath,,,,,,,,,,,,,,,,,7.83,2000,Psychology
974,,,You Can Heal Your Life,,,,,,,,,,,,,,,,,6.69,2008,Psychology
975,902,2006,The Bridge,"$179,780","$179,780",,600,"$179,780",19,"$49,313",19,"Oct 27, 2006",First Stripe Productions,7.2,,"10,937",1h 34min,16 February 2007 (UK),Eric Steel,7.68,2006,Psychology
976,,,A Class Divided,,,,,,,,,,,,,,,,,8.58,1985,Psychology
977,,,Bosom Bullies: Trump and Putin,,,,,,,,,,,,,,,,,3.66,2019,Politics
978,,,Supreme Revenge,,,,,,,,,,,,,,,,,8.50,2019,Politics
979,,,Knock Down the House,,,,,,,,,,,7.0,80.0,"10,584",1h 27min,1 May 2019 (USA),Rachel Lears,3.49,2019,Politics
980,,,Putin's Pride: Cossacks and the Church,,,,,,,,,,,,,,,,,7.22,2020,Politics
981,,,Documenting Hate: Charlottesville,,,,,,,,,,,,,,,,,4.05,2018,Politics
982,,,Trump/Russia,,,,,,,,,,,,,,,,,3.33,2018,Politics
983,,,Saudi: A Regime Declining?,,,,,,,,,,,,,,,,,6.69,2016,Politics
984,,,The Enemy in Brussels,,,,,,,,,,,,,,,,,4.78,2019,Politics
985,,,Inside North Korea: The Kim Dynasty,,,,,,,,,,,,,,,,,6.39,2018,Politics
986,,,Trump's Trade War (Vice),,,,,,,,,,,,,,,,,4.69,2018,Politics
987,,,Life in the Shadow of the Wall,,,,,,,,,,,,,,,,,7.84,2017,Politics
988,,,Jordan Peterson: Truth in the Time of Chaos,,,,,,,,,,,,,,,,,7.33,2018,Politics
989,,,An Insignificant Man,,,,,,,,,,,,,,,,,8.09,2016,Politics
990,,,Menace in Disguise,,,,,,,,,,,,,,,,,7.12,2017,Politics
991,,,Exposing Steve Bannon,,,,,,,,,,,,,,,,,5.87,2017,Politics
992,,,From Obama to Trump,,,,,,,,,,,,,,,,,6.23,2017,Politics
993,,,Bern,,,,,,,,,,,,,,,,,6.29,2017,Politics
994,,,Obama: A Legacy of Ashes,,,,,,,,,,,,,,,,,6.75,2017,Politics
995,,,What North Korean Defectors Think of Korea,,,,,,,,,,,,,,,,,7.47,2017,Politics
996,,,Regcession,,,,,,,,,,,,,,,,,4.00,2014,Politics
997,,,Fixing the System,,,,,,,,,,,,,,,,,7.92,2015,Politics
998,,,Still Berning,,,,,,,,,,,,,,,,,7.38,2016,Politics
999,,,Death by China,,,,"1,178","$38,492",3,"$5,701",1,"Aug 17, 2012",Area 23a,,,,,,,8.58,2012,Politics
1000,,,My Ballot,,,,,,,,,,,,,,,,,7.05,2016,Politics
1001,,,China vs. USA: Empires at War,,,,,,,,,,,,,,,,,7.07,2008,Politics
1002,,,Clinton Cash,,,,,,,,,,,,,,,,,7.74,2016,Politics
1003,,,Terminal F: Chasing Edward Snowden,,,,,,,,,,,,,,,,,8.98,2015,Politics
1004,,,Brexit: The Movie,,,,,,,,,,,,,,,,,6.93,2016,Politics
1005,,,What Hillary Clinton Really Represents?,,,,,,,,,,,,,,,,,7.87,2016,Politics
1006,,,Donald Trump: Make America Hate Again,,,,,,,,,,,,,,,,,5.65,2016,Politics
1007,,,What's Happening to American Democracy?,,,,,,,,,,,,,,,,,6.78,2016,Politics
1008,,,The Fire Breather: Donald Trump,,,,,,,,,,,,,,,,,6.53,2016,Politics
1009,,,Trump: What's the Deal?,,,,,,,,,,,,,,,,,6.97,1991,Politics
1010,,,The Power behind the Throne,,,,,,,,,,,,,,,,,8.12,2015,Politics
1011,,,The Empire's Ship is Sinking,,,,,,,,,,,,,,,,,8.59,2015,Politics
1012,,,Plutocracy: Political Repression in the U.S.A.,,,,,,,,,,,,,,,,,8.73,2015,Politics
1013,,,The Rise of History's Biggest Empire,,,,,,,,,,,,,,,,,8.50,2015,Politics
1014,,,The Truth behind Capitalism,,,,,,,,,,,,,,,,,7.27,2015,Politics
1015,,,Honest Man: The Life of R. Budd Dwyer,,,,,,,,,,,,,,,,,8.16,2010,Politics
1016,,,The Geopolitics of World War III,,,,,,,,,,,,,,,,,8.37,2014,Politics
1017,,,America's Surveillance State,,,,,,,,,,,,,,,,,8.59,2014,Politics
1018,,,America's Backyard: Colombia,,,,,,,,,,,,,,,,,7.92,2014,Politics
1019,,,Guantanamo: Blacked Out Bay,,,,,,,,,,,,,,,,,7.07,2014,Politics
1020,,,"The Great Challenge: China, Russia",,,,,,,,,,,,,,,,,7.21,2014,Politics
1021,,,Euromania,,,,,,,,,,,,,,,,,7.94,2014,Politics
1022,,,SuperPower,,,,,,,,,,,,,,,,,8.05,2008,Politics
1023,,,Priceless,,,,,,,,,,,,,,,,,8.06,2011,Politics
1024,,,Legalize Democracy,,,,,,,,,,,,,,,,,8.27,2014,Politics
1025,,,The Party of No,,,,,,,,,,,,,,,,,7.36,2013,Politics
1026,,,The Money Lobby,,,,,,,,,,,,,,,,,7.24,2013,Politics
1027,,,Aghet: A Genocide,,,,,,,,,,,,,,,,,7.90,2010,Politics
1028,,,Thailand: A Year of Living Dangerously,,,,,,,,,,,,,,,,,7.55,2010,Politics
1029,,,Zimbabwe: State of Denial,,,,,,,,,,,,,,,,,6.50,2010,Politics
1030,,,Choosing the American President,,,,,,,,,,,,,,,,,6.13,2012,Politics
1031,,,In Search of Putin's Money,,,,,,,,,,,,,,,,,6.41,2012,Politics
1032,,,Baltimore: Anatomy of an American City,,,,,,,,,,,,,,,,,7.37,2012,Politics
1033,,,The Power Principle,,,,,,,,,,,,,,,,,8.58,2012,Politics
1034,,,The US and the New Middle East,,,,,,,,,,,,,,,,,7.86,2011,Politics
1035,,,The Arab Awakening,,,,,,,,,,,,,,,,,6.11,2011,Politics
1036,,,Russian Godfathers,,,,,,,,,,,,,,,,,6.56,2005,Politics
1037,,,Secret Pakistan,,,,,,,,,,,,,,,,,7.04,2011,Politics
1038,,,The Putin System,,,,,,,,,,,,,,,,,7.80,2007,Politics
1039,,,Capitalism Is the Crisis,,,,,,,,,,,,,,,,,7.86,2011,Politics
1040,"1,148",2010,Bhutto,"$104,818","$100,202","$4,616",816,"$100,202",4,"$8,275",2,"Dec 3, 2010",First Run,,,,,,,8.04,2010,Politics
1041,,,After Democracy,,,,,,,,,,,,,,,,,7.90,2010,Politics
1042,,,The Day India Burned: Partition,,,,,,,,,,,,,,,,,8.00,2007,Politics
1043,,,Gaddafi: Our Best Villain,,,,,,,,,,,,,,,,,6.08,2011,Politics
1044,,,Lifting the Veil,,,,,,,,,,,,,,,,,7.75,2011,Politics
1045,,,The Most Secret Place On Earth,,,,,,,,,,,,,,,,,8.39,2008,Politics
1046,,,The Most Dangerous Man In America,,,,,,,,,,,,,,,,,8.16,2009,Politics
1047,,,The Zionist Story,,,,,,,,,,,,,,,,,8.39,2009,Politics
1048,,,Ethos,,,,,,,,,,,,,,,,,8.26,2011,Politics
1049,,,The War You Don't See,,,,,,,,,,,,,,,,,8.58,2010,Politics
1050,,,Iran and the West,,,,,,,,,,,,,,,,,8.28,2009,Politics
1051,,,Right America: Feeling Wronged,,,,,,,,,,,,,,,,,7.83,,Politics
1052,,,IRAN (Is Not The Problem),,,,,,,,,,,,,,,,,7.87,,Politics
1053,,,Communism: The Promise and the Reality,,,,,,,,,,,,,,,,,6.23,2000,Politics
1054,,,Fall of the Republic: The Presidency of Barack Obama,,,,,,,,,,,,,,,,,6.52,,Politics
1055,,,China from the Inside,,,,,,,,,,,,,,,,,7.73,2007,Politics
1056,679,2008,Taxi to the Dark Side,"$304,472","$274,661","$29,811",468,"$274,661",20,"$10,930",2,"Jan 18, 2008",THINKFilm,7.4,82.0,"14,726",1h 46min,23 January 2009 (Brazil),Alex Gibney,7.78,,Politics
1057,,,The Truth Game,,,,,,,,,,,,,,,,,8.61,1983,Politics
1058,,,The Power of Nightmares,,,,,,,,,,,,,,,,,8.18,2004,Politics
1059,,,No Volverán: The Venezuelan Revolution Now,,,,,,,,,,,,,,,,,7.75,,Politics
1060,,,The Trap: What Happened to Our Dream of Freedom?,,,,,,,,,,,,,,,,,7.79,2007,Politics
1061,208,2004,Control Room,"$2,724,826","$2,589,616","$135,210",112,"$2,589,616",74,"$27,125",1,"May 21, 2004",Magnolia Pictures,,,,,,,8.29,,Politics
1062,,,The Revolution Will Not Be Televised,,,,,,,,,,,,,,,,,8.44,,Politics
1063,,,Nicaragua: A Nation's Right To Survive,,,,,,,,,,,,,,,,,8.00,,Politics
1064,,,War by Other Means,,,,,,,,,,,,,,,,,8.58,1992,Politics
1065,,,The Real Face of the European Union,,,,,,,,,,,,,,,,,6.73,2004,Politics
1066,,,American Blackout,,,,,,,,,,,,,,,,,7.20,2006,Politics
1067,,,Slavery: A Global Investigation,,,,,,,,,,,,,,,,,7.61,2001,Politics
1068,,,The War on Democracy,,,,,,,,,,,,,,,,,8.58,2007,Politics
1069,,,AIPAC: The Israeli Lobby,,,,,,,,,,,,,,,,,8.44,,Politics
1070,,,Endgame: Blueprint for Global Enslavement,,,,,,,,,,,,,,,,,7.07,2007,Politics
1071,,,Obsession: Radical Islam's War Against the West,,,,,,,,,,,,,,,,,8.46,2007,Politics
1072,255,2006,Why We Fight,"$1,880,863","$1,880,863",,162,"$1,439,972",64,"$53,571",6,"Jan 20, 2006",Sony Pictures Classics,,,,,,,7.96,2006,Military and War
1073,255,2006,Why We Fight,"$1,880,863","$1,880,863",,162,"$1,439,972",64,"$53,571",6,"Jan 20, 2006",Sony Pictures Classics,,,,,,,7.96,2006,Military and War
1074,,,Spin,,,,,,,,,,,,,,,,,8.89,1995,Politics
1075,,,Roger and Me,,,,,,,,,,,,,,,,,7.08,1989,Politics
1076,,,Outfoxed: Rupert Murdoch's War on Journalism,,,,352,"$461,572",18,"$77,982",5,"Aug 6, 2004",Cinema Libre Studio,,,,,,,7.92,2004,Politics
1077,,,The Panama Deception,,,,434,"$309,596",11,"$6,563",1,"Jul 31, 1992",Empowerment Project,,,,,,,8.05,1992,Politics
1078,,,The War Room,,,,229,"$901,668",21,"$15,264",1,"Nov 3, 1993",October Films,7.3,78.0,"3,786",1h 36min,January 1994 (USA),Chris Hegedus,5.57,,Politics
1079,,,The Men Who Killed Kennedy,,,,,,,,,,,,,,,,,7.23,,Politics
1080,,,Anarchism in America,,,,,,,,,,,,,,,,,7.67,,Politics
1081,,,Effortless Action: The Art of Spontaneity,,,,,,,,,,,,,,,,,7.00,2020,Philosophy
1082,,,The Art of Effortless Living,,,,,,,,,,,,,,,,,7.20,2019,Philosophy
1083,,,The Simulation Hypothesis,,,,,,,,,,,,,,,,,8.54,2015,Philosophy
1084,,,How to Live: Philosophy,,,,,,,,,,,,,,,,,8.46,2014,Philosophy
1085,,,Shots of Awe,,,,,,,,,,,,,,,,,6.72,2014,Philosophy
1086,,,60 Second Adventures,,,,,,,,,,,,,,,,,8.55,2011,Philosophy
1087,,,One Giant Leap: What About Me?,,,,,,,,,,,,,,,,,8.24,2008,Philosophy
1088,,,The Nature of Existence,,,,"1,019","$54,645",4,"$2,977",1,"Jun 18, 2010",Walking Shadows,,,,,,,6.49,2010,Philosophy
1089,,,Return to Source: Philosophy and The Matrix,,,,,,,,,,,,,,,,,8.57,2004,Philosophy
1090,,,Waking Life,,,,,,,,,,,,,,,,,8.57,2001,Philosophy
1091,,,The Teachings of Jiddu Krishnamurti,,,,,,,,,,,,,,,,,8.69,1973,Philosophy
1092,,,Osho Talks,,,,,,,,,,,,,,,,,7.91,1973,Philosophy
1093,,,Living in the End Times (According to Slavoj Zizek),,,,,,,,,,,,,,,,,8.00,,Philosophy
1094,,,An Introduction to Western Philosophy,,,,,,,,,,,,,,,,,8.24,,Philosophy
1095,"1,072",2009,Examined Life,"$120,712","$120,712",,738,"$120,712",6,"$12,085",1,"Feb 25, 2009",Zeitgeist Films,,,,,,,7.30,2008,Philosophy
1096,,,Nietzsche: Beyond Good and Evil,,,,,,,,,,,,,,,,,8.53,1999,Philosophy
1097,,,Heidegger: Thinking the Unthinkable,,,,,,,,,,,,,,,,,7.88,1999,Philosophy
1098,,,Sartre: The Road to Freedom,,,,,,,,,,,,,,,,,8.29,1999,Philosophy
1099,,,Philosophy: Guide to Happiness,,,,,,,,,,,,,,,,,8.42,2000,Philosophy
1100,,,ABBA: Thank You for the Music,,,,,,,,,,,,,,,,,8.00,2017,Performing Arts
1101,,,Tim Burton: The Twisted Story of the Eccentric Filmmaker,,,,,,,,,,,,,,,,,5.41,2019,Performing Arts
1102,,,Eminem: Behind the Lyrics,,,,,,,,,,,,,,,,,5.43,2013,Performing Arts
1103,,,Queen: Mercury Rising,,,,,,,,,,,,,,,,,7.74,2011,Performing Arts
1104,,,4 Your Eyez Only,,,,,,,,,,,,,,,,,6.34,2017,Performing Arts
1105,,,Locked Off,,,,,,,,,,,,,,,,,6.15,2016,Performing Arts
1106,,,A World Unseen: The Revenant,,,,,,,,,,,,,,,,,7.64,2016,Performing Arts
1107,,,Not Afraid: The Shady Records Story,,,,,,,,,,,,,,,,,8.42,2015,Performing Arts
1108,,,Someday I'll Fly,,,,,,,,,,,,,,,,,8.57,2014,Performing Arts
1109,,,"Ballet, Sweat and Tears",,,,,,,,,,,,,,,,,7.70,2013,Performing Arts
1110,,,Music Changes Lives,,,,,,,,,,,,,,,,,8.30,2011,Performing Arts
1111,,,Musicians on Music,,,,,,,,,,,,,,,,,7.27,2012,Performing Arts
1112,,,The Unspoken Word,,,,,,,,,,,,,,,,,6.71,2012,Performing Arts
1113,,,Punk's Not Dead,,,,,,,,,,,,,,,,,7.91,2007,Performing Arts
1114,,,Getting into Cirque Du Soleil,,,,,,,,,,,,,,,,,8.57,2012,Performing Arts
1115,,,David Guetta: Nothing But the Beat,,,,,,,,,,,,,,,,,7.65,2011,Performing Arts
1116,,,Thin Lizzy: Bad Reputation,,,,,,,,,,,,,,,,,7.33,2011,Performing Arts
1117,,,PressPausePlay,,,,,,,,,,,,,,,,,7.91,2011,Performing Arts
1118,,,Chopin: The Women Behind the Music,,,,,,,,,,,,,,,,,7.96,2010,Performing Arts
1119,,,Such Hawks Such Hounds,,,,,,,,,,,,,,,,,7.48,2008,Performing Arts
1120,,,New Orleans: A Living Museum of Music,,,,,,,,,,,,,,,,,7.75,2011,Performing Arts
1121,,,Queen: Days of Our Lives,,,,,,,,,,,,,,,,,8.02,2011,Performing Arts
1122,,,The Music Instinct: Science and Song,,,,,,,,,,,,,,,,,8.29,2009,Performing Arts
1123,,,How Music Works,,,,,,,,,,,,,,,,,8.17,,Performing Arts
1124,,,Rip!: A Remix Manifesto,,,,,,,,,,,,,,,,,8.00,2008,Performing Arts
1125,,,Eminem: Diamonds and Pearls,,,,,,,,,,,,,,,,,6.82,2009,Performing Arts
1126,,,Baby Beauty Queens,,,,,,,,,,,,,,,,,3.86,,Performing Arts
1127,"1,007",2006,Crossing the Bridge: The Sound of Istanbul,"$140,685","$70,685","$70,000",920,"$70,685",3,"$9,161",1,"Jun 9, 2006",Strand Releasing,,,,,,,8.29,2005,Performing Arts
1128,,,Before the Music Dies (B4MD),,,,,,,,,,,,,,,,,7.82,2006,Performing Arts
1129,,,The Future Is Unwritten,,,,,,,,,,,,,,,,,6.00,2007,Performing Arts
1130,,,Elvis: That's the Way It Is,,,,,,,,,,,8.1,,"2,382",1h 37min,11 November 1970 (USA),Denis Sanders,6.46,1970,Performing Arts
1131,102,2005,Mad Hot Ballroom,"$9,387,581","$8,117,961","$1,269,620",37,"$8,117,961",202,"$45,348",2,"May 13, 2005",Paramount Classics,,,,,,,7.25,2005,Performing Arts
1132,,,The Beatles Anthology,,,,,,,,,,,,,,,,,7.64,2003,Performing Arts
1133,,,Bob Dylan: No Direction Home,,,,,,,,,,,,,,,,,7.22,2005,Performing Arts
1134,657,1991,The Last Waltz,"$322,563","$321,952",$611,,,,,,,,8.2,88.0,"15,913",1h 57min,26 April 1978 (USA),Martin Scorsese,7.19,1978,Performing Arts
1135,,,Thelonious Monk: Straight No Chaser,,,,,,,,,,,,,,,,,7.00,1988,Performing Arts
1136,273,2002,Standing in the Shadows of Motown,"$1,693,676","$1,615,732","$77,944",,,,,,,,,,,,,,6.50,2002,Performing Arts
1137,,,Woodstock: 3 Days of Peace and Music,,,,,,,,,,,,,,,,,6.74,1994,Performing Arts
1138,344,2004,Paper Clips,"$1,153,221","$1,121,744","$31,477",203,"$1,121,744",43,"$25,535",5,"Nov 24, 2004",Slowhand Cinema Releasing,,,,,,,6.56,2004,Performing Arts
1139,,,DIG!,,,,,,,,,,,,,,,,,7.94,2004,Performing Arts
1140,,,The Rolling Stones: Gimme Shelter,,,,,,,,,,,,,,,,,6.78,1970,Performing Arts
1141,150,2005,Rize,"$4,857,731","$3,278,611","$1,579,120",88,"$3,336,391",352,"$1,574,787",352,"Jun 24, 2005",Lionsgate,,,,,,,6.44,2005,Performing Arts
1142,,,Pink Floyd: The Making of The Dark Side of the Moon,,,,,,,,,,,,,,,,,7.69,2003,Performing Arts
1143,,,Making: The Shining,,,,,,,,,,,,,,,,,7.72,1980,Performing Arts
1144,86,2010,Babies,"$12,146,819","$7,320,323","$4,826,496",45,"$7,320,323",543,"$2,160,460",534,"May 7, 2010",Focus Features,6.9,,536,,TV Series (2020– ),Pascal Wallisch,6.88,2020,Nature
1145,,,Our Planet,,,,,,,,,,,9.3,,"28,872",6h 43min,TV Mini-Series (2019),David Attenborough,8.96,2019,Nature
1146,,,Breathtaking K2: The World's Most Dangerous Mountain,,,,,,,,,,,,,,,,,6.76,2020,Nature
1147,,,Chasing Coral,,,,,,,,,,,8.1,86.0,"4,085",1h 33min,14 July 2017 (USA),Jeff Orlowski,8.82,2017,Nature
1148,,,Eye of the Pangolin,,,,,,,,,,,,,,,,,7.81,2019,Nature
1149,,,The Silent Summer: Why are Insects Dying?,,,,,,,,,,,,,,,,,8.30,2019,Nature
1150,,,The Insect Apocalypse,,,,,,,,,,,,,,,,,8.33,2019,Nature
1151,,,Attenborough and the Empire of the Ants,,,,,,,,,,,,,,,,,8.29,2017,Nature
1152,,,America's Deadliest Disaster,,,,,,,,,,,,,,,,,8.07,2013,Nature
1153,,,The Curse of the Methuselah Tree,,,,,,,,,,,,,,,,,8.10,2009,Nature
1154,,,The Private Life of Cows,,,,,,,,,,,,,,,,,8.09,2010,Nature
1155,,,Animal Pharm: Food For Thought,,,,,,,,,,,,,,,,,7.39,2007,Nature
1156,,,In the Womb: Identical Twins,,,,,,,,,,,,,,,,,8.20,2008,Nature
1157,,,Making Dogs Happy,,,,,,,,,,,,,,,,,8.16,2016,Nature
1158,,,Great Wide Open,,,,,,,,,,,,,,,,,7.98,2016,Nature
1159,,,As It Happens: Pacific Crest Trail,,,,,,,,,,,,,,,,,8.18,2014,Nature
1160,,,Return of the Bible Plagues: Mosquitoes,,,,,,,,,,,,,,,,,7.52,2009,Nature
1161,,,The Living Body,,,,,,,,,,,,,,,,,7.59,2007,Nature
1162,,,Galapagos: Realm of Giant Sharks,,,,,,,,,,,,,,,,,8.88,2015,Nature
1163,,,Shark Attacks,,,,,,,,,,,,,,,,,7.72,2005,Nature
1164,,,Living amongst Gorillas,,,,,,,,,,,,,,,,,7.99,2011,Nature
1165,,,The Planet of Life,,,,,,,,,,,,,,,,,7.78,2003,Nature
1166,,,Animals Like Us: Business,,,,,,,,,,,,,,,,,8.28,2004,Nature
1167,,,Natural Genius,,,,,,,,,,,,,,,,,8.06,2003,Nature
1168,,,In the Mind of Plants,,,,,,,,,,,,,,,,,8.55,2008,Nature
1169,,,Global Wolf,,,,,,,,,,,,,,,,,8.65,2003,Nature
1170,,,The Greatest Animal Migration,,,,,,,,,,,,,,,,,7.39,2014,Nature
1171,,,The Magical Forest,,,,,,,,,,,,,,,,,8.54,2012,Nature
1172,,,White Sharks Outside the Cage,,,,,,,,,,,,,,,,,8.15,2001,Nature
1173,,,Predator Bay,,,,,,,,,,,,,,,,,8.45,2003,Nature
1174,,,Indian Leopards: In the Killing Fields,,,,,,,,,,,,,,,,,8.79,2004,Nature
1175,,,Land of Dragons,,,,,,,,,,,,,,,,,8.42,2000,Nature
1176,,,Cheetah: Against All Odds,,,,,,,,,,,,,,,,,8.57,2008,Nature
1177,,,Swamp Tigers,,,,,,,,,,,,,,,,,8.99,2001,Nature
1178,,,Serengeti: The Adventure,,,,,,,,,,,,,,,,,8.75,2013,Nature
1179,,,Vicious Beauties: The Secret World of the Jellyfish,,,,,,,,,,,,,,,,,8.78,2010,Nature
1180,,,Deserts,,,,,,,,,,,,,,,,,6.87,2004,Nature
1181,,,The Jungle of the Red Spirit,,,,,,,,,,,,,,,,,8.07,2012,Nature
1182,,,Planet Ant: Life Inside the Colony,,,,,,,,,,,,,,,,,8.59,2013,Nature
1183,,,Ambassadors of the Jungle,,,,,,,,,,,,,,,,,8.03,2001,Nature
1184,,,The Secret World of Plants,,,,,,,,,,,,,,,,,7.59,2004,Nature
1185,,,Dressed to Live: Wildlife Styles,,,,,,,,,,,,,,,,,7.90,2013,Nature
1186,,,Isolated: The Zo'é Tribe,,,,,,,,,,,,,,,,,7.76,2000,Nature
1187,,,Naughty by Nature,,,,,,,,,,,,,,,,,7.34,2012,Nature
1188,,,Mutation: The Science of Survival,,,,,,,,,,,,,,,,,8.16,2003,Nature
1189,,,Agafia's Taiga Life,,,,,,,,,,,,,,,,,8.58,2013,Nature
1190,,,There Is a Rhino In My House,,,,,,,,,,,,,,,,,8.78,2011,Nature
1191,,,Living with Lions,,,,,,,,,,,,,,,,,7.14,2002,Nature
1192,,,The Last Rhino,,,,,,,,,,,,,,,,,8.64,2012,Nature
1193,,,Wild Thing: The Smithsonian National Zoo,,,,,,,,,,,,,,,,,8.90,2009,Nature
1194,,,A Grain of Sand,,,,,,,,,,,,,,,,,7.97,2009,Nature
1195,,,The Superior Human?,,,,,,,,,,,,,,,,,8.22,2012,Nature
1196,,,Biosphere,,,,,,,,,,,,,,,,,6.38,2011,Nature
1197,,,A Fall From Freedom,,,,,,,,,,,,,,,,,8.89,2011,Nature
1198,,,Alien Insect: Praying Mantis,,,,,,,,,,,,,,,,,7.64,2006,Nature
1199,,,Europe: A Natural History,,,,,,,,,,,,,,,,,7.72,2005,Nature
1200,,,Tiger: Spy in the Jungle,,,,,,,,,,,,,,,,,7.09,2008,Nature
1201,,,The Living Planet,,,,,,,,,,,,,,,,,8.77,1984,Nature
1202,,,In the Shadow of the Tiger,,,,,,,,,,,,,,,,,8.47,1998,Nature
1203,,,The Last Lioness,,,,,,,,,,,,,,,,,8.58,2009,Nature
1204,,,Tropic of Capricorn,,,,,,,,,,,,,,,,,7.91,2008,Nature
1205,,,How Earth Made Us,,,,,,,,,,,,,,,,,7.16,2010,Nature
1206,,,The Secret Life of the Dog,,,,,,,,,,,,,,,,,8.22,2010,Nature
1207,,,South Pacific,,,,,,,,,,,,,,,,,8.96,2009,Nature
1208,,,Ants: Nature's Secret Power,,,,,,,,,,,,,,,,,8.56,2006,Nature
1209,,,World's Biggest Cave,,,,,,,,,,,,,,,,,6.38,,Nature
1210,,,The Incredible Journey of the Butterflies,,,,,,,,,,,,,,,,,8.74,2009,Nature
1211,,,Supervolcano,,,,,,,,,,,,,,,,,7.63,,Nature
1212,269,2007,Sharkwater,"$1,720,833","$850,920","$869,913",240,"$850,920",60,"$37,140",60,"Sep 28, 2007",Freestyle Releasing,,,,,,,8.98,2007,Nature
1213,,,Invisible Worlds,,,,,,,,,,,,,,,,,6.19,2010,Nature
1214,,,Dogs Decoded,,,,,,,,,,,,,,,,,8.33,2010,Nature
1215,,,Ray Mears: Extreme Survival,,,,,,,,,,,,,,,,,8.44,,Nature
1216,,,Bringing Up Baby,,,,,,,,,,,,,,,,,7.73,2009,Nature
1217,,,Wild Russia,,,,,,,,,,,,,,,,,7.96,2009,Nature
1218,,,Amazon,,,,,,,,,,,,,,,,,8.99,1997,Nature
1219,,,The Monkey-Eating Eagle of the Orinoco,,,,,,,,,,,,,,,,,7.82,2010,Nature
1220,,,Asian Tsunami Disaster,,,,,,,,,,,,,,,,,8.14,,Nature
1221,,,Ganges,,,,,,,,,,,,,,,,,8.03,2007,Nature
1222,,,The Nature of Sex,,,,,,,,,,,,,,,,,6.11,2008,Nature
1223,,,Incredible Human Machine,,,,,,,,,,,,,,,,,7.96,,Nature
1224,,,The Unknown World,,,,,,,,,,,,,,,,,7.45,2005,Nature
1225,,,Life,,,,,,,,,,,9.1,,"37,299",7h 53min,TV Mini-Series (2009),Oprah Winfrey,7.04,2009,Nature
1226,295,2009,The Cove,"$1,516,214","$869,730","$646,484",238,"$857,005",56,"$57,640",4,"Jul 31, 2009",Roadside Attractions,8.4,84.0,"46,897",1h 32min,7 August 2009 (USA),Louie Psihoyos,8.58,2009,Nature
1227,,,Oliver The Chimp,,,,,,,,,,,,,,,,,5.92,,Nature
1228,,,Inside Nature's Giants,,,,,,,,,,,,,,,,,8.04,2009,Nature
1229,,,Yellowstone National Park,,,,,,,,,,,,,,,,,5.60,,Nature
1230,,,Know your Mushrooms,,,,,,,,,,,,,,,,,7.81,,Nature
1231,,,In the Valley of the Wolves,,,,,,,,,,,,,,,,,7.66,2007,Nature
1232,11,2010,Oceans,"$86,787,530","$19,422,319","$67,365,211",16,"$19,422,319","1,232","$6,058,958","1,206","Apr 22, 2010",Walt Disney Studios Motion Pictures,,,,,,,7.95,2008,Nature
1233,,,Nature’s Great Events,,,,,,,,,,,,,,,,,7.50,,Nature
1234,,,Pedigree Dogs Exposed,,,,,,,,,,,,,,,,,8.24,2008,Nature
1235,,,The Private Life of Plants,,,,,,,,,,,,,,,,,7.94,1995,Nature
1236,,,The Last Lions of India,,,,,,,,,,,,,,,,,7.77,2006,Nature
1237,,,A Cow At My Table,,,,,,,,,,,,,,,,,7.89,1998,Nature
1238,,,The Emotional World of Farm Animals,,,,,,,,,,,,,,,,,8.91,2004,Nature
1239,,,Human Senses,,,,,,,,,,,,,,,,,8.00,2003,Nature
1240,,,Clever Monkeys,,,,,,,,,,,,,,,,,7.66,2008,Nature
1241,,,Louis Theroux's African Hunting Holiday,,,,,,,,,,,,,,,,,7.84,2008,Nature
1242,,,Dog-Fighting Undercover,,,,,,,,,,,,,,,,,6.32,2007,Nature
1243,,,Great Natural Wonders of the World,,,,,,,,,,,,,,,,,8.88,2002,Nature
1244,,,Survival,,,,,,,,,,,,,,,,,7.58,2011,Nature
1245,,,Weird Nature,,,,,,,,,,,,,,,,,6.96,2002,Nature
1246,,,Off the Grid,,,,,,,,,,,,,,,,,7.34,,Nature
1247,,,Plants for a Future,,,,,,,,,,,,,,,,,8.95,,Nature
1248,,,The Secret Life of Plants,,,,,,,,,,,,,,,,,7.60,1979,Nature
1249,,,Planet Earth: The Complete BBC Series,,,,,,,,,,,,,,,,,8.80,2006,Nature
1250,,,The Blue Planet: Seas of Life,,,,,,,,,,,,,,,,,8.86,2001,Nature
1251,,,Shark Week,,,,,,,,,,,8.0,,255,43min,TV Series (1987– ),Jeff Kurr,8.76,1987,Nature
1252,24,2003,Winged Migration,"$39,134,983","$11,689,053","$27,445,930",34,"$10,764,402",202,"$33,128",1,"Apr 18, 2003",Sony Pictures Classics,,,,,,,7.94,2001,Nature
1253,,,Life in the Undergrowth,,,,,,,,,,,,,,,,,8.29,2005,Nature
1254,,,Baraka,,,,185,"$1,254,237",15,"$26,812",2,"Sep 24, 1993",The Samuel Goldwyn Company,8.6,,"35,633",1h 36min,19 November 1993 (USA),Ron Fricke,8.66,1922,Nature
